id,paper_id,primers,longitude,latitude,continent,sample_type,Biome,marker_size,MAT,MAP,pH,year_of_sampling,plants_dominant,target_gene,sequencing_platform,Sample,Spring/Fall,Original_Sample_ID,Original,Sample,ID,sitePlot,Plot_Loc,Plot_Loc_Rep,Country,State,Site,Remnant,LUH,Depth_cm,SiteLat,SiteLong,CoordLat,CoordLong
MAPS_FA18_HAY_N02_S005,Ramos_2024,LROR/FLR2,-99.303374,38.83557,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_102_S102_L001,Fall,HAY_N02_S005,HAY,N02,S005,HAY_N02,HAY_N,2,US,KS,HAY,Yes,N,5,38.844,-99.317,38.83557,-99.303374
MAPS_FA18_HAY_N02_S015,Ramos_2024,LROR/FLR2,-99.303374,38.83557,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_105_S105_L001,Fall,HAY_N02_S015,HAY,N02,S015,HAY_N02,HAY_N,2,US,KS,HAY,Yes,N,15,38.844,-99.317,38.83557,-99.303374
MAPS_FA18_HAY_N02_S030,Ramos_2024,LROR/FLR2,-99.303374,38.83557,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_95_S95_L001,Fall,HAY_N02_S030,HAY,N02,S030,HAY_N02,HAY_N,2,US,KS,HAY,Yes,N,30,38.844,-99.317,38.83557,-99.303374
MAPS_FA18_HAY_N02_S075,Ramos_2024,LROR/FLR2,-99.303374,38.83557,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_93_S93_L001,Fall,HAY_N02_S075,HAY,N02,S075,HAY_N02,HAY_N,2,US,KS,HAY,Yes,N,75,38.844,-99.317,38.83557,-99.303374
MAPS_FA18_HAY_N02_S120,Ramos_2024,LROR/FLR2,-99.303374,38.83557,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_97_S97_L001,Fall,HAY_N02_S120,HAY,N02,S120,HAY_N02,HAY_N,2,US,KS,HAY,Yes,N,120,38.844,-99.317,38.83557,-99.303374
MAPS_FA18_HAY_N03_S005,Ramos_2024,LROR/FLR2,-99.303134,38.835569,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_109_S109_L001,Fall,HAY_N03_S005,HAY,N03,S005,HAY_N03,HAY_N,3,US,KS,HAY,Yes,N,5,38.844,-99.317,38.835569,-99.303134
MAPS_FA18_HAY_N03_S015,Ramos_2024,LROR/FLR2,-99.303134,38.835569,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_103_S103_L001,Fall,HAY_N03_S015,HAY,N03,S015,HAY_N03,HAY_N,3,US,KS,HAY,Yes,N,15,38.844,-99.317,38.835569,-99.303134
MAPS_FA18_HAY_N03_S030,Ramos_2024,LROR/FLR2,-99.303134,38.835569,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_101_S101_L001,Fall,HAY_N03_S030,HAY,N03,S030,HAY_N03,HAY_N,3,US,KS,HAY,Yes,N,30,38.844,-99.317,38.835569,-99.303134
MAPS_FA18_HAY_N03_S075,Ramos_2024,LROR/FLR2,-99.303134,38.835569,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_104_S104_L001,Fall,HAY_N03_S075,HAY,N03,S075,HAY_N03,HAY_N,3,US,KS,HAY,Yes,N,75,38.844,-99.317,38.835569,-99.303134
MAPS_FA18_HAY_N03_S150,Ramos_2024,LROR/FLR2,-99.303134,38.835569,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_67_S67_L001,Fall,HAY_N03_S150,HAY,N03,S150,HAY_N03,HAY_N,3,US,KS,HAY,Yes,N,150,38.844,-99.317,38.835569,-99.303134
MAPS_FA18_HAY_N04_S005,Ramos_2024,LROR/FLR2,-99.303138,38.835419,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_100_S100_L001,Fall,HAY_N04_S005,HAY,N04,S005,HAY_N04,HAY_N,4,US,KS,HAY,Yes,N,5,38.844,-99.317,38.835419,-99.303138
MAPS_FA18_HAY_N04_S015,Ramos_2024,LROR/FLR2,-99.303138,38.835419,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_112_S112_L001,Fall,HAY_N04_S015,HAY,N04,S015,HAY_N04,HAY_N,4,US,KS,HAY,Yes,N,15,38.844,-99.317,38.835419,-99.303138
MAPS_FA18_HAY_N04_S030,Ramos_2024,LROR/FLR2,-99.303138,38.835419,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_111_S111_L001,Fall,HAY_N04_S030,HAY,N04,S030,HAY_N04,HAY_N,4,US,KS,HAY,Yes,N,30,38.844,-99.317,38.835419,-99.303138
MAPS_FA18_HAY_N04_S075,Ramos_2024,LROR/FLR2,-99.303138,38.835419,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_96_S96_L001,Fall,HAY_N04_S075,HAY,N04,S075,HAY_N04,HAY_N,4,US,KS,HAY,Yes,N,75,38.844,-99.317,38.835419,-99.303138
MAPS_FA18_HAY_N04_S150,Ramos_2024,LROR/FLR2,-99.303138,38.835419,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_106_S106_L001,Fall,HAY_N04_S150,HAY,N04,S150,HAY_N04,HAY_N,4,US,KS,HAY,Yes,N,150,38.844,-99.317,38.835419,-99.303138
MAPS_FA18_HAY_P01_S005,Ramos_2024,LROR/FLR2,-99.316343,38.844475,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_58_S58_L001,Fall,HAY_P01_S005,HAY,P01,S005,HAY_P01,HAY_P,1,US,KS,HAY,No,P,5,38.844,-99.317,38.844475,-99.316343
MAPS_FA18_HAY_P01_S015,Ramos_2024,LROR/FLR2,-99.316343,38.844475,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_62_S62_L001,Fall,HAY_P01_S015,HAY,P01,S015,HAY_P01,HAY_P,1,US,KS,HAY,No,P,15,38.844,-99.317,38.844475,-99.316343
MAPS_FA18_HAY_P01_S030,Ramos_2024,LROR/FLR2,-99.316343,38.844475,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_61_S61_L001,Fall,HAY_P01_S030,HAY,P01,S030,HAY_P01,HAY_P,1,US,KS,HAY,No,P,30,38.844,-99.317,38.844475,-99.316343
MAPS_FA18_HAY_P01_S075,Ramos_2024,LROR/FLR2,-99.316343,38.844475,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_78_S78_L001,Fall,HAY_P01_S075,HAY,P01,S075,HAY_P01,HAY_P,1,US,KS,HAY,No,P,75,38.844,-99.317,38.844475,-99.316343
MAPS_FA18_HAY_P01_S150,Ramos_2024,LROR/FLR2,-99.316343,38.844475,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_63_S63_L001,Fall,HAY_P01_S150,HAY,P01,S150,HAY_P01,HAY_P,1,US,KS,HAY,No,P,150,38.844,-99.317,38.844475,-99.316343
MAPS_FA18_HAY_P02_S005,Ramos_2024,LROR/FLR2,-99.316347,38.844326,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_57_S57_L001,Fall,HAY_P02_S005,HAY,P02,S005,HAY_P02,HAY_P,2,US,KS,HAY,No,P,5,38.844,-99.317,38.844326,-99.316347
MAPS_FA18_HAY_P02_S015,Ramos_2024,LROR/FLR2,-99.316347,38.844326,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_83_S83_L001,Fall,HAY_P02_S015,HAY,P02,S015,HAY_P02,HAY_P,2,US,KS,HAY,No,P,15,38.844,-99.317,38.844326,-99.316347
MAPS_FA18_HAY_P02_S030,Ramos_2024,LROR/FLR2,-99.316347,38.844326,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_80_S80_L001,Fall,HAY_P02_S030,HAY,P02,S030,HAY_P02,HAY_P,2,US,KS,HAY,No,P,30,38.844,-99.317,38.844326,-99.316347
MAPS_FA18_HAY_P02_S075,Ramos_2024,LROR/FLR2,-99.316347,38.844326,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_81_S81_L001,Fall,HAY_P02_S075,HAY,P02,S075,HAY_P02,HAY_P,2,US,KS,HAY,No,P,75,38.844,-99.317,38.844326,-99.316347
MAPS_FA18_HAY_P02_S150,Ramos_2024,LROR/FLR2,-99.316347,38.844326,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_60_S60_L001,Fall,HAY_P02_S150,HAY,P02,S150,HAY_P02,HAY_P,2,US,KS,HAY,No,P,150,38.844,-99.317,38.844326,-99.316347
MAPS_FA18_HAY_P03_S005,Ramos_2024,LROR/FLR2,-99.316586,38.844323,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_70_S70_L001,Fall,HAY_P03_S005,HAY,P03,S005,HAY_P03,HAY_P,3,US,KS,HAY,No,P,5,38.844,-99.317,38.844323,-99.316586
MAPS_FA18_HAY_P03_S015,Ramos_2024,LROR/FLR2,-99.316586,38.844323,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_65_S65_L001,Fall,HAY_P03_S015,HAY,P03,S015,HAY_P03,HAY_P,3,US,KS,HAY,No,P,15,38.844,-99.317,38.844323,-99.316586
MAPS_FA18_HAY_P03_S030,Ramos_2024,LROR/FLR2,-99.316586,38.844323,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_66_S66_L001,Fall,HAY_P03_S030,HAY,P03,S030,HAY_P03,HAY_P,3,US,KS,HAY,No,P,30,38.844,-99.317,38.844323,-99.316586
MAPS_FA18_HAY_P03_S075,Ramos_2024,LROR/FLR2,-99.316586,38.844323,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_68_S68_L001,Fall,HAY_P03_S075,HAY,P03,S075,HAY_P03,HAY_P,3,US,KS,HAY,No,P,75,38.844,-99.317,38.844323,-99.316586
MAPS_FA18_HAY_P03_S150,Ramos_2024,LROR/FLR2,-99.316586,38.844323,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_71_S71_L001,Fall,HAY_P03_S150,HAY,P03,S150,HAY_P03,HAY_P,3,US,KS,HAY,No,P,150,38.844,-99.317,38.844323,-99.316586
MAPS_FA18_HAY_P04_S005,Ramos_2024,LROR/FLR2,-99.316583,38.84476,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_88_S88_L001,Fall,HAY_P04_S005,HAY,P04,S005,HAY_P04,HAY_P,4,US,KS,HAY,No,P,5,38.844,-99.317,38.84476,-99.316583
MAPS_FA18_HAY_P04_S015,Ramos_2024,LROR/FLR2,-99.316583,38.84476,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_89_S89_L001,Fall,HAY_P04_S015,HAY,P04,S015,HAY_P04,HAY_P,4,US,KS,HAY,No,P,15,38.844,-99.317,38.84476,-99.316583
MAPS_FA18_HAY_P04_S030,Ramos_2024,LROR/FLR2,-99.316583,38.84476,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_90_S90_L001,Fall,HAY_P04_S030,HAY,P04,S030,HAY_P04,HAY_P,4,US,KS,HAY,No,P,30,38.844,-99.317,38.84476,-99.316583
MAPS_FA18_HAY_P04_S075,Ramos_2024,LROR/FLR2,-99.316583,38.84476,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_82_S82_L001,Fall,HAY_P04_S075,HAY,P04,S075,HAY_P04,HAY_P,4,US,KS,HAY,No,P,75,38.844,-99.317,38.84476,-99.316583
MAPS_FA18_HAY_P04_S120,Ramos_2024,LROR/FLR2,-99.316583,38.84476,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_87_S87_L001,Fall,HAY_P04_S120,HAY,P04,S120,HAY_P04,HAY_P,4,US,KS,HAY,No,P,120,38.844,-99.317,38.84476,-99.316583
MAPS_FA18_KNZ_A01_S005,Ramos_2024,LROR/FLR2,-96.603863,39.102998,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_153_S153_L001,Fall,KNZ_A01_S005,KNZ,A01,S005,KNZ_A01,KNZ_A,1,US,KS,KNZ,No,A,5,39.106,-96.61,39.102998,-96.603863
MAPS_FA18_KNZ_A01_S015,Ramos_2024,LROR/FLR2,-96.603863,39.102998,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_171_S171_L001,Fall,KNZ_A01_S015,KNZ,A01,S015,KNZ_A01,KNZ_A,1,US,KS,KNZ,No,A,15,39.106,-96.61,39.102998,-96.603863
MAPS_FA18_KNZ_A01_S030,Ramos_2024,LROR/FLR2,-96.603863,39.102998,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_169_S169_L001,Fall,KNZ_A01_S030,KNZ,A01,S030,KNZ_A01,KNZ_A,1,US,KS,KNZ,No,A,30,39.106,-96.61,39.102998,-96.603863
MAPS_FA18_KNZ_A01_S075,Ramos_2024,LROR/FLR2,-96.603863,39.102998,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_167_S167_L001,Fall,KNZ_A01_S075,KNZ,A01,S075,KNZ_A01,KNZ_A,1,US,KS,KNZ,No,A,75,39.106,-96.61,39.102998,-96.603863
MAPS_FA18_KNZ_A01_S120,Ramos_2024,LROR/FLR2,-96.603863,39.102998,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_165_S165_L001,Fall,KNZ_A01_S120,KNZ,A01,S120,KNZ_A01,KNZ_A,1,US,KS,KNZ,No,A,120,39.106,-96.61,39.102998,-96.603863
MAPS_FA18_KNZ_A02_S005,Ramos_2024,LROR/FLR2,-96.603716,39.103257,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_168_S168_L001,Fall,KNZ_A02_S005,KNZ,A02,S005,KNZ_A02,KNZ_A,2,US,KS,KNZ,No,A,5,39.106,-96.61,39.103257,-96.603716
MAPS_FA18_KNZ_A02_S015,Ramos_2024,LROR/FLR2,-96.603716,39.103257,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_166_S166_L001,Fall,KNZ_A02_S015,KNZ,A02,S015,KNZ_A02,KNZ_A,2,US,KS,KNZ,No,A,15,39.106,-96.61,39.103257,-96.603716
MAPS_FA18_KNZ_A02_S030,Ramos_2024,LROR/FLR2,-96.603716,39.103257,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_172_S172_L001,Fall,KNZ_A02_S030,KNZ,A02,S030,KNZ_A02,KNZ_A,2,US,KS,KNZ,No,A,30,39.106,-96.61,39.103257,-96.603716
MAPS_FA18_KNZ_A02_S075,Ramos_2024,LROR/FLR2,-96.603716,39.103257,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_152_S152_L001,Fall,KNZ_A02_S075,KNZ,A02,S075,KNZ_A02,KNZ_A,2,US,KS,KNZ,No,A,75,39.106,-96.61,39.103257,-96.603716
MAPS_FA18_KNZ_A02_S120,Ramos_2024,LROR/FLR2,-96.603716,39.103257,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_151_S151_L001,Fall,KNZ_A02_S120,KNZ,A02,S120,KNZ_A02,KNZ_A,2,US,KS,KNZ,No,A,120,39.106,-96.61,39.103257,-96.603716
MAPS_FA18_KNZ_A03_S005,Ramos_2024,LROR/FLR2,-96.60359,39.103209,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_158_S158_L001,Fall,KNZ_A03_S005,KNZ,A03,S005,KNZ_A03,KNZ_A,3,US,KS,KNZ,No,A,5,39.106,-96.61,39.103209,-96.60359
MAPS_FA18_KNZ_A03_S015,Ramos_2024,LROR/FLR2,-96.60359,39.103209,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_156_S156_L001,Fall,KNZ_A03_S015,KNZ,A03,S015,KNZ_A03,KNZ_A,3,US,KS,KNZ,No,A,15,39.106,-96.61,39.103209,-96.60359
MAPS_FA18_KNZ_A03_S030,Ramos_2024,LROR/FLR2,-96.60359,39.103209,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_157_S157_L001,Fall,KNZ_A03_S030,KNZ,A03,S030,KNZ_A03,KNZ_A,3,US,KS,KNZ,No,A,30,39.106,-96.61,39.103209,-96.60359
MAPS_FA18_KNZ_A03_S075,Ramos_2024,LROR/FLR2,-96.60359,39.103209,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_174_S174_L001,Fall,KNZ_A03_S075,KNZ,A03,S075,KNZ_A03,KNZ_A,3,US,KS,KNZ,No,A,75,39.106,-96.61,39.103209,-96.60359
MAPS_FA18_KNZ_A04_S005,Ramos_2024,LROR/FLR2,-96.603737,39.10296,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_173_S173_L001,Fall,KNZ_A04_S005,KNZ,A04,S005,KNZ_A04,KNZ_A,4,US,KS,KNZ,No,A,5,39.106,-96.61,39.10296,-96.603737
MAPS_FA18_KNZ_A04_S015,Ramos_2024,LROR/FLR2,-96.603737,39.10296,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_155_S155_L001,Fall,KNZ_A04_S015,KNZ,A04,S015,KNZ_A04,KNZ_A,4,US,KS,KNZ,No,A,15,39.106,-96.61,39.10296,-96.603737
MAPS_FA18_KNZ_A04_S030,Ramos_2024,LROR/FLR2,-96.603737,39.10296,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_170_S170_L001,Fall,KNZ_A04_S030,KNZ,A04,S030,KNZ_A04,KNZ_A,4,US,KS,KNZ,No,A,30,39.106,-96.61,39.10296,-96.603737
MAPS_FA18_KNZ_A04_S075,Ramos_2024,LROR/FLR2,-96.603737,39.10296,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_154_S154_L001,Fall,KNZ_A04_S075,KNZ,A04,S075,KNZ_A04,KNZ_A,4,US,KS,KNZ,No,A,75,39.106,-96.61,39.10296,-96.603737
MAPS_FA18_KNZ_N01_S005,Ramos_2024,LROR/FLR2,-96.61018,39.105573,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_5_S5_L001,Fall,KNZ_N01_S005,KNZ,N01,S005,KNZ_N01,KNZ_N,1,US,KS,KNZ,Yes,N,5,39.106,-96.61,39.105573,-96.61018
MAPS_FA18_KNZ_N01_S015,Ramos_2024,LROR/FLR2,-96.61018,39.105573,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_7_S7_L001,Fall,KNZ_N01_S015,KNZ,N01,S015,KNZ_N01,KNZ_N,1,US,KS,KNZ,Yes,N,15,39.106,-96.61,39.105573,-96.61018
MAPS_FA18_KNZ_N01_S030,Ramos_2024,LROR/FLR2,-96.61018,39.105573,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_2_S2_L001,Fall,KNZ_N01_S030,KNZ,N01,S030,KNZ_N01,KNZ_N,1,US,KS,KNZ,Yes,N,30,39.106,-96.61,39.105573,-96.61018
MAPS_FA18_KNZ_N01_S075,Ramos_2024,LROR/FLR2,-96.61018,39.105573,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_21_S21_L001,Fall,KNZ_N01_S075,KNZ,N01,S075,KNZ_N01,KNZ_N,1,US,KS,KNZ,Yes,N,75,39.106,-96.61,39.105573,-96.61018
MAPS_FA18_KNZ_N01_S120,Ramos_2024,LROR/FLR2,-96.61018,39.105573,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_6_S6_L001,Fall,KNZ_N01_S120,KNZ,N01,S120,KNZ_N01,KNZ_N,1,US,KS,KNZ,Yes,N,120,39.106,-96.61,39.105573,-96.61018
MAPS_FA18_KNZ_N02_S005,Ramos_2024,LROR/FLR2,-96.609951,39.105693,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_4_S4_L001,Fall,KNZ_N02_S005,KNZ,N02,S005,KNZ_N02,KNZ_N,2,US,KS,KNZ,Yes,N,5,39.106,-96.61,39.105693,-96.609951
MAPS_FA18_KNZ_N02_S015,Ramos_2024,LROR/FLR2,-96.609951,39.105693,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_13_S13_L001,Fall,KNZ_N02_S015,KNZ,N02,S015,KNZ_N02,KNZ_N,2,US,KS,KNZ,Yes,N,15,39.106,-96.61,39.105693,-96.609951
MAPS_FA18_KNZ_N02_S030,Ramos_2024,LROR/FLR2,-96.609951,39.105693,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_14_S14_L001,Fall,KNZ_N02_S030,KNZ,N02,S030,KNZ_N02,KNZ_N,2,US,KS,KNZ,Yes,N,30,39.106,-96.61,39.105693,-96.609951
MAPS_FA18_KNZ_N02_S075,Ramos_2024,LROR/FLR2,-96.609951,39.105693,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_19_S19_L001,Fall,KNZ_N02_S075,KNZ,N02,S075,KNZ_N02,KNZ_N,2,US,KS,KNZ,Yes,N,75,38.181,-95.273,39.105693,-96.609951
MAPS_FA18_KNZ_N02_S120,Ramos_2024,LROR/FLR2,-96.609951,39.105693,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_10_S10_L001,Fall,KNZ_N02_S120,KNZ,N02,S120,KNZ_N02,KNZ_N,2,US,KS,KNZ,Yes,N,120,39.106,-96.61,39.105693,-96.609951
MAPS_FA18_KNZ_N03_S005,Ramos_2024,LROR/FLR2,-96.609801,39.105521,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_1_S1_L001,Fall,KNZ_N03_S005,KNZ,N03,S005,KNZ_N03,KNZ_N,3,US,KS,KNZ,Yes,N,5,39.106,-96.61,39.105521,-96.609801
MAPS_FA18_KNZ_N03_S015,Ramos_2024,LROR/FLR2,-96.609801,39.105521,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_16_S16_L001,Fall,KNZ_N03_S015,KNZ,N03,S015,KNZ_N03,KNZ_N,3,US,KS,KNZ,Yes,N,15,39.106,-96.61,39.105521,-96.609801
MAPS_FA18_KNZ_N03_S030,Ramos_2024,LROR/FLR2,-96.609801,39.105521,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_20_S20_L001,Fall,KNZ_N03_S030,KNZ,N03,S030,KNZ_N03,KNZ_N,3,US,KS,KNZ,Yes,N,30,39.106,-96.61,39.105521,-96.609801
MAPS_FA18_KNZ_N03_S075,Ramos_2024,LROR/FLR2,-96.609801,39.105521,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_22_S22_L001,Fall,KNZ_N03_S075,KNZ,N03,S075,KNZ_N03,KNZ_N,3,US,KS,KNZ,Yes,N,75,39.106,-96.61,39.105521,-96.609801
MAPS_FA18_KNZ_N03_S120,Ramos_2024,LROR/FLR2,-96.609801,39.105521,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_8_S8_L001,Fall,KNZ_N03_S120,KNZ,N03,S120,KNZ_N03,KNZ_N,3,US,KS,KNZ,Yes,N,120,38.844,-99.317,39.105521,-96.609801
MAPS_FA18_KNZ_N04_S005,Ramos_2024,LROR/FLR2,-96.610032,39.1054,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_12_S12_L001,Fall,KNZ_N04_S005,KNZ,N04,S005,KNZ_N04,KNZ_N,4,US,KS,KNZ,Yes,N,5,39.106,-96.61,39.1054,-96.610032
MAPS_FA18_KNZ_N04_S015,Ramos_2024,LROR/FLR2,-96.610032,39.1054,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_3_S3_L001,Fall,KNZ_N04_S015,KNZ,N04,S015,KNZ_N04,KNZ_N,4,US,KS,KNZ,Yes,N,15,39.106,-96.61,39.1054,-96.610032
MAPS_FA18_KNZ_N04_S030,Ramos_2024,LROR/FLR2,-96.610032,39.1054,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_15_S15_L001,Fall,KNZ_N04_S030,KNZ,N04,S030,KNZ_N04,KNZ_N,4,US,KS,KNZ,Yes,N,30,39.106,-96.61,39.1054,-96.610032
MAPS_FA18_KNZ_N04_S075,Ramos_2024,LROR/FLR2,-96.610032,39.1054,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_9_S9_L001,Fall,KNZ_N04_S075,KNZ,N04,S075,KNZ_N04,KNZ_N,4,US,KS,KNZ,Yes,N,75,39.106,-96.61,39.1054,-96.610032
MAPS_FA18_KNZ_N04_S120,Ramos_2024,LROR/FLR2,-96.610032,39.1054,North America,soil,grassland,,,,,2018,,LSU,Illumina,Fall18_AMF_11_S11_L001,Fall,KNZ_N04_S120,KNZ,N04,S120,KNZ_N04,KNZ_N,4,US,KS,KNZ,Yes,N,120,39.106,-96.61,39.1054,-96.610032
MAPS_FA18_KNZ_P01_S005,Ramos_2024,LROR/FLR2,-96.604423,39.103426,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_137_S137_L001,Fall,KNZ_P01_S005,KNZ,P01,S005,KNZ_P01,KNZ_P,1,US,KS,KNZ,No,P,5,39.106,-96.61,39.103426,-96.604423
MAPS_FA18_KNZ_P01_S015,Ramos_2024,LROR/FLR2,-96.604423,39.103426,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_141_S141_L001,Fall,KNZ_P01_S015,KNZ,P01,S015,KNZ_P01,KNZ_P,1,US,KS,KNZ,No,P,15,39.106,-96.61,39.103426,-96.604423
MAPS_FA18_KNZ_P01_S030,Ramos_2024,LROR/FLR2,-96.604423,39.103426,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_142_S142_L001,Fall,KNZ_P01_S030,KNZ,P01,S030,KNZ_P01,KNZ_P,1,US,KS,KNZ,No,P,30,39.106,-96.61,39.103426,-96.604423
MAPS_FA18_KNZ_P01_S075,Ramos_2024,LROR/FLR2,-96.604423,39.103426,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_145_S145_L001,Fall,KNZ_P01_S075,KNZ,P01,S075,KNZ_P01,KNZ_P,1,US,KS,KNZ,No,P,75,39.106,-96.61,39.103426,-96.604423
MAPS_FA18_KNZ_P01_S120,Ramos_2024,LROR/FLR2,-96.604423,39.103426,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_144_S144_L001,Fall,KNZ_P01_S120,KNZ,P01,S120,KNZ_P01,KNZ_P,1,US,KS,KNZ,No,P,120,39.106,-96.61,39.103426,-96.604423
MAPS_FA18_KNZ_P02_S005,Ramos_2024,LROR/FLR2,-96.604134,39.103346,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_138_S138_L001,Fall,KNZ_P02_S005,KNZ,P02,S005,KNZ_P02,KNZ_P,2,US,KS,KNZ,No,P,5,39.106,-96.61,39.103346,-96.604134
MAPS_FA18_KNZ_P02_S015,Ramos_2024,LROR/FLR2,-96.604134,39.103346,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_140_S140_L001,Fall,KNZ_P02_S015,KNZ,P02,S015,KNZ_P02,KNZ_P,2,US,KS,KNZ,No,P,15,39.106,-96.61,39.103346,-96.604134
