taxa_id	marker	Kingdom	Phylum	Class	Order	Family	Genus	Species
SH0981044.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981049.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981053.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981055.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0981056.09FU	ITS2	Fungi	Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	Glomeromycota sp.
SH0981065.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0981079.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981083.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0981086.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981091.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981094.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp.
SH0981104.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981106.09FU	ITS2	Fungi	Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	Glomeromycota sp.
SH0981111.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora lacunosa
SH0981117.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981127.09FU	ITS2	Fungi	Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	Glomeromycota sp.
SH0981128.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981134.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981135.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981138.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981143.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981149.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981150.09FU	ITS2	Fungi	Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	Glomeromycota sp.
SH0981158.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	unclassified_Acaulosporaceae	Acaulosporaceae sp.
SH0981160.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora lacunosa
SH0981162.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0981164.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0981173.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981176.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981180.09FU	ITS2	Fungi	Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	Glomeromycota sp.
SH0981191.09FU	ITS2	Fungi	Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	Glomeromycota sp.
SH0981193.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0981941.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981942.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981944.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981945.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981948.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0981949.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0981950.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981955.09FU	ITS2	Fungi	Glomeromycota	Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	Glomeromycota cls Incertae sedis sp.
SH0981957.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0981960.09FU	ITS2	Fungi	Glomeromycota	Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	Glomeromycota cls Incertae sedis sp.
SH0981961.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0981982.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0981997.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0984988.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0984989.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0984990.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0984992.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0984994.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0984995.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0984997.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0988809.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora leptoticha
SH0988830.09FU	ITS2	Fungi	Glomeromycota	Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	Glomeromycota cls Incertae sedis sp.
SH0988859.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0988875.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium
SH0988887.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0988915.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0988923.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0988931.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0988935.09FU	ITS2	Fungi	Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	unclassified_Glomeromycota	Glomeromycota sp.
SH0988937.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0988938.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0988939.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH0988940.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0988961.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0988963.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp.
SH0990828.09FU	ITS2	Fungi	Glomeromycota	Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	unclassified_Glomeromycota_cls_Incertae_sedis	Glomeromycota cls Incertae sedis sp.
SH0990829.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae
SH0993222.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0993225.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH0993230.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH0993236.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0993237.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0993239.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993251.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0993256.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH0993263.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993284.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	unclassified_Acaulosporaceae	Acaulosporaceae sp.
SH0993289.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993303.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993307.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993311.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993315.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993316.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993330.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
SH0993332.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
SH0993335.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993336.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993354.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993357.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993363.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993364.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993384.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993387.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993389.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	unclassified_Acaulosporaceae	Acaulosporaceae sp.
SH0993390.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0993393.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993397.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0993399.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0993403.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993404.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993405.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993419.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993423.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0993427.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium
SH0993458.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0993463.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0993487.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993488.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0993493.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0993494.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993504.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0993508.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	unclassified_Archaeosporaceae	Archaeosporaceae sp.
SH0993509.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH0993512.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0993513.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	unclassified_Archaeosporaceae	Archaeosporaceae sp.
SH0993523.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0993530.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0993531.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0993537.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH0993543.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	unclassified_Archaeosporaceae	Archaeosporaceae sp.
SH0994063.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	unclassified_Claroideoglomeraceae	Claroideoglomeraceae sp.
SH0994068.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora sp.
SH0994069.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0994070.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0994073.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora sp.
SH0994079.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0994083.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0994401.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp.
SH0994407.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0994409.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0994423.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0994425.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0994429.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora sp.
SH0995748.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp.
SH0995764.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0995765.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0995766.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp.
SH0995768.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0995770.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0995775.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
SH0996204.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0996206.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0996212.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0998646.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0998648.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis sp.
SH0998653.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH0998657.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0998665.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae
SH0998697.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH0998698.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0998713.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0998718.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0998719.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0998736.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0998749.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH0998763.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0998769.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0998795.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0998812.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0998814.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0998815.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0998844.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	unclassified_Acaulosporaceae	Acaulosporaceae sp.
SH0998847.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia disticha
SH0998850.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0998859.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0998898.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0998907.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0999351.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp.
SH0999352.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0999359.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0999370.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH0999371.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0999382.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0999384.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0999387.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0999389.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0999400.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH0999407.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
SH0999409.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
SH0999411.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH0999422.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1001655.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1002392.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1002394.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora koskei
SH1002395.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1002398.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora koskei
SH1002400.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1002404.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1003556.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
